# AC-P1-10 raw transcript

## Final comparison
baseline_final_jaccard=0.5000
baseline_without_intervention_drift=0.5000
with_intervention_final_jaccard=1.0000
with_intervention_drift=0.0000

## baseline without_intervention per-iter table
Formula per row: jaccard = |input_tokens ∩ output_tokens| / |input_tokens ∪ output_tokens|; drift = 1 - jaccard
iter=1 | input_tokens=[anti, based, coverage, decision, drift, extractor, f027, gate, haiku, ledger, merger, rule, tombstone, viewfinder] | output_tokens=[based, coverage, decision, drift, extractor, f027, gate, haiku, ledger, merger, rule, tombstone, viewfinder] | intersection=13 | union=14 | jaccard=13/14=0.9286 | drift=0.0714 | should_replace=false
iter=84 | input_tokens=[approve, based, bus, coverage, decision, drift, explosion, f026, gate, ledger, merger, reject, rule, viewfinder] | output_tokens=[approve, based, bus, decision, drift, explosion, f026, gate, ledger, reject, rule, viewfinder] | intersection=12 | union=14 | jaccard=12/14=0.8571 | drift=0.1429 | should_replace=false
iter=85 | input_tokens=[approve, based, bus, decision, drift, explosion, f026, gate, ledger, reject, rule, viewfinder] | output_tokens=[bus, coverage, decision, drift, explosion, f026, f027, gate, ledger, reject, rule, viewfinder] | intersection=10 | union=14 | jaccard=10/14=0.7143 | drift=0.2857 | should_replace=false
iter=86 | input_tokens=[bus, coverage, decision, drift, explosion, f026, f027, gate, ledger, reject, rule, viewfinder] | output_tokens=[based, bus, coverage, drift, explosion, f026, f027, gate, haiku, ledger, reject, rule, tombstone, viewfinder] | intersection=11 | union=15 | jaccard=11/15=0.7333 | drift=0.2667 | should_replace=false
iter=87 | input_tokens=[based, bus, coverage, drift, explosion, f026, f027, gate, haiku, ledger, reject, rule, tombstone, viewfinder] | output_tokens=[based, bus, coverage, decision, drift, explosion, f026, f027, gate, haiku, ledger, reject, rule, tombstone, viewfinder] | intersection=14 | union=15 | jaccard=14/15=0.9333 | drift=0.0667 | should_replace=false
iter=88 | input_tokens=[based, bus, coverage, decision, drift, explosion, f026, f027, gate, haiku, ledger, reject, rule, tombstone, viewfinder] | output_tokens=[accident, based, bus, coverage, decision, drift, explosion, f026, f027, gate, haiku, ledger, reject, rule, tombstone, viewfinder] | intersection=15 | union=16 | jaccard=15/16=0.9375 | drift=0.0625 | should_replace=false
iter=89 | input_tokens=[accident, based, bus, coverage, decision, drift, explosion, f026, f027, gate, haiku, ledger, reject, rule, tombstone, viewfinder] | output_tokens=[accident, based, bus, coverage, decision, drift, explosion, f026, f027, gate, haiku, ledger, reject, rule, tombstone, viewfinder] | intersection=16 | union=16 | jaccard=16/16=1.0000 | drift=0.0000 | should_replace=false
iter=90 | input_tokens=[accident, based, bus, coverage, decision, drift, explosion, f026, f027, gate, haiku, ledger, reject, rule, tombstone, viewfinder] | output_tokens=[accident, based, bus, coverage, decision, drift, explosion, f026, f027, gate, haiku, ledger, reject, rule, tombstone, viewfinder] | intersection=16 | union=16 | jaccard=16/16=1.0000 | drift=0.0000 | should_replace=false
iter=91 | input_tokens=[accident, based, bus, coverage, decision, drift, explosion, f026, f027, gate, haiku, ledger, reject, rule, tombstone, viewfinder] | output_tokens=[accident, based, bus, coverage, decision, drift, explosion, f026, f027, gate, haiku, ledger, reject, rule, tombstone, viewfinder] | intersection=16 | union=16 | jaccard=16/16=1.0000 | drift=0.0000 | should_replace=false
iter=92 | input_tokens=[accident, based, bus, coverage, decision, drift, explosion, f026, f027, gate, haiku, ledger, reject, rule, tombstone, viewfinder] | output_tokens=[accident, based, bus, coverage, decision, drift, explosion, f026, f027, gate, haiku, rule, tombstone, viewfinder] | intersection=14 | union=16 | jaccard=14/16=0.8750 | drift=0.1250 | should_replace=false
iter=93 | input_tokens=[accident, based, bus, coverage, decision, drift, explosion, f026, f027, gate, haiku, rule, tombstone, viewfinder] | output_tokens=[accident, approve, bus, coverage, decision, drift, explosion, f026, f027, gate, haiku, reject, rule, tombstone, viewfinder] | intersection=13 | union=16 | jaccard=13/16=0.8125 | drift=0.1875 | should_replace=false
iter=94 | input_tokens=[accident, approve, bus, coverage, decision, drift, explosion, f026, f027, gate, haiku, reject, rule, tombstone, viewfinder] | output_tokens=[accident, bus, coverage, decision, drift, explosion, f026, f027, gate, haiku, reject, rule, tombstone, viewfinder] | intersection=14 | union=15 | jaccard=14/15=0.9333 | drift=0.0667 | should_replace=false
iter=95 | input_tokens=[accident, bus, coverage, decision, drift, explosion, f026, f027, gate, haiku, reject, rule, tombstone, viewfinder] | output_tokens=[accident, bus, coverage, decision, drift, explosion, f026, f027, gate, haiku, reject, rule, tombstone, viewfinder] | intersection=14 | union=14 | jaccard=14/14=1.0000 | drift=0.0000 | should_replace=false
iter=96 | input_tokens=[accident, bus, coverage, decision, drift, explosion, f026, f027, gate, haiku, reject, rule, tombstone, viewfinder] | output_tokens=[accident, bus, coverage, decision, drift, explosion, f026, f027, gate, haiku, reject, rule, tombstone, viewfinder] | intersection=14 | union=14 | jaccard=14/14=1.0000 | drift=0.0000 | should_replace=false
iter=97 | input_tokens=[accident, bus, coverage, decision, drift, explosion, f026, f027, gate, haiku, reject, rule, tombstone, viewfinder] | output_tokens=[accident, bus, coverage, decision, drift, explosion, f026, f027, gate, haiku, reject, rule, tombstone, viewfinder] | intersection=14 | union=14 | jaccard=14/14=1.0000 | drift=0.0000 | should_replace=false
iter=98 | input_tokens=[accident, bus, coverage, decision, drift, explosion, f026, f027, gate, haiku, reject, rule, tombstone, viewfinder] | output_tokens=[accident, bus, coverage, decision, drift, explosion, f026, f027, gate, haiku, reject, rule, tombstone, viewfinder] | intersection=14 | union=14 | jaccard=14/14=1.0000 | drift=0.0000 | should_replace=false
iter=99 | input_tokens=[accident, bus, coverage, decision, drift, explosion, f026, f027, gate, haiku, reject, rule, tombstone, viewfinder] | output_tokens=[accident, bus, coverage, drift, explosion, extractor, f027, gate, haiku, reject, rule, tombstone, viewfinder] | intersection=12 | union=15 | jaccard=12/15=0.8000 | drift=0.2000 | should_replace=false
iter=100 | input_tokens=[accident, bus, coverage, drift, explosion, extractor, f027, gate, haiku, reject, rule, tombstone, viewfinder] | output_tokens=[accident, bus, coverage, drift, explosion, extractor, f027, gate, haiku, reject, rule, tombstone, viewfinder] | intersection=13 | union=13 | jaccard=13/13=1.0000 | drift=0.0000 | should_replace=false

## with_intervention per-iter table
Formula per row: jaccard = |input_tokens ∩ output_tokens| / |input_tokens ∪ output_tokens|; drift = 1 - jaccard
iter=1 | input_tokens=[anti, based, coverage, decision, drift, extractor, f027, gate, haiku, ledger, merger, rule, tombstone, viewfinder] | output_tokens=[based, coverage, decision, drift, extractor, f027, gate, haiku, ledger, merger, rule, tombstone, viewfinder] | intersection=13 | union=14 | jaccard=13/14=0.9286 | drift=0.0714 | should_replace=false
iter=2 | input_tokens=[based, coverage, decision, drift, extractor, f027, gate, haiku, ledger, merger, rule, tombstone, viewfinder] | output_tokens=[based, coverage, decision, drift, extractor, f027, gate, haiku, ledger, merger, rule, tombstone, viewfinder] | intersection=13 | union=13 | jaccard=13/13=1.0000 | drift=0.0000 | should_replace=false
iter=3 | input_tokens=[based, coverage, decision, drift, extractor, f027, gate, haiku, ledger, merger, rule, tombstone, viewfinder] | output_tokens=[accident, based, decision, drift, extractor, f027, gate, haiku, ledger, merger, rule, tombstone, viewfinder] | intersection=12 | union=14 | jaccard=12/14=0.8571 | drift=0.1429 | should_replace=false
iter=4 | input_tokens=[accident, based, decision, drift, extractor, f027, gate, haiku, ledger, merger, rule, tombstone, viewfinder] | output_tokens=[accident, based, decision, extractor, f027, gate, haiku, ledger, merger, rule, tombstone, viewfinder] | intersection=12 | union=13 | jaccard=12/13=0.9231 | drift=0.0769 | should_replace=false
iter=5 | input_tokens=[accident, based, decision, extractor, f027, gate, haiku, ledger, merger, rule, tombstone, viewfinder] | output_tokens=[accident, based, decision, extractor, f027, gate, haiku, ledger, merger, rule, tombstone, viewfinder] | intersection=12 | union=12 | jaccard=12/12=1.0000 | drift=0.0000 | should_replace=false
iter=6 | input_tokens=[accident, based, decision, extractor, f027, gate, haiku, ledger, merger, rule, tombstone, viewfinder] | output_tokens=[accident, based, decision, extractor, f027, gate, ledger, merger, rule, tombstone, viewfinder] | intersection=11 | union=12 | jaccard=11/12=0.9167 | drift=0.0833 | should_replace=false
iter=7 | input_tokens=[accident, based, decision, extractor, f027, gate, ledger, merger, rule, tombstone, viewfinder] | output_tokens=[accident, decision, extractor, f027, gate, ledger, merger, rule, tombstone, viewfinder] | intersection=10 | union=11 | jaccard=10/11=0.9091 | drift=0.0909 | should_replace=false
iter=8 | input_tokens=[accident, decision, extractor, f027, gate, ledger, merger, rule, tombstone, viewfinder] | output_tokens=[accident, decision, extractor, f027, gate, ledger, merger, rule, tombstone, viewfinder] | intersection=10 | union=10 | jaccard=10/10=1.0000 | drift=0.0000 | should_replace=false
iter=9 | input_tokens=[accident, decision, extractor, f027, gate, ledger, merger, rule, tombstone, viewfinder] | output_tokens=[accident, approve, decision, extractor, f027, gate, ledger, lorry, merger, rule, tombstone, viewfinder] | intersection=10 | union=12 | jaccard=10/12=0.8333 | drift=0.1667 | should_replace=false
iter=10 | input_tokens=[accident, approve, decision, extractor, f027, gate, ledger, lorry, merger, rule, tombstone, viewfinder] | output_tokens=[accident, approve, decision, extractor, gate, ledger, lorry, merger, rule, tombstone, viewfinder] | intersection=11 | union=12 | jaccard=11/12=0.9167 | drift=0.0833 | should_replace=false
iter=11 | input_tokens=[anti, based, coverage, decision, drift, extractor, f027, gate, haiku, ledger, merger, rule, tombstone, viewfinder] | output_tokens=[anti, based, coverage, decision, drift, f027, gate, haiku, ledger, merger, rule, tombstone, viewfinder] | intersection=13 | union=14 | jaccard=13/14=0.9286 | drift=0.0714 | should_replace=false
iter=12 | input_tokens=[anti, based, coverage, decision, drift, f027, gate, haiku, ledger, merger, rule, tombstone, viewfinder] | output_tokens=[anti, based, coverage, decision, drift, f027, gate, haiku, ledger, merger, tombstone, viewfinder] | intersection=12 | union=13 | jaccard=12/13=0.9231 | drift=0.0769 | should_replace=false
iter=13 | input_tokens=[anti, based, coverage, decision, drift, f027, gate, haiku, ledger, merger, tombstone, viewfinder] | output_tokens=[based, coverage, decision, drift, extractor, f027, gate, haiku, ledger, merger, tombstone, viewfinder] | intersection=11 | union=13 | jaccard=11/13=0.8462 | drift=0.1538 | should_replace=false
iter=14 | input_tokens=[based, coverage, decision, drift, extractor, f027, gate, haiku, ledger, merger, tombstone, viewfinder] | output_tokens=[based, coverage, decision, drift, extractor, f027, gate, haiku, ledger, merger, tombstone, viewfinder] | intersection=12 | union=12 | jaccard=12/12=1.0000 | drift=0.0000 | should_replace=false
iter=15 | input_tokens=[based, coverage, decision, drift, extractor, f027, gate, haiku, ledger, merger, tombstone, viewfinder] | output_tokens=[based, coverage, decision, drift, f027, gate, haiku, ledger, merger, viewfinder] | intersection=10 | union=12 | jaccard=10/12=0.8333 | drift=0.1667 | should_replace=false
iter=16 | input_tokens=[based, coverage, decision, drift, f027, gate, haiku, ledger, merger, viewfinder] | output_tokens=[based, coverage, decision, drift, explosion, f027, gate, ledger, merger, viewfinder] | intersection=9 | union=11 | jaccard=9/11=0.8182 | drift=0.1818 | should_replace=false
iter=17 | input_tokens=[based, coverage, decision, drift, explosion, f027, gate, ledger, merger, viewfinder] | output_tokens=[based, coverage, decision, drift, explosion, f027, gate, ledger, merger, viewfinder] | intersection=10 | union=10 | jaccard=10/10=1.0000 | drift=0.0000 | should_replace=false
iter=18 | input_tokens=[based, coverage, decision, drift, explosion, f027, gate, ledger, merger, viewfinder] | output_tokens=[based, coverage, decision, drift, explosion, f027, gate, ledger, merger, viewfinder] | intersection=10 | union=10 | jaccard=10/10=1.0000 | drift=0.0000 | should_replace=false
iter=19 | input_tokens=[based, coverage, decision, drift, explosion, f027, gate, ledger, merger, viewfinder] | output_tokens=[based, coverage, decision, drift, explosion, f027, gate, ledger, merger, viewfinder] | intersection=10 | union=10 | jaccard=10/10=1.0000 | drift=0.0000 | should_replace=false
iter=20 | input_tokens=[based, coverage, decision, drift, explosion, f027, gate, ledger, merger, viewfinder] | output_tokens=[based, coverage, decision, drift, explosion, f027, gate, ledger, merger, viewfinder] | intersection=10 | union=10 | jaccard=10/10=1.0000 | drift=0.0000 | should_replace=false
iter=21 | input_tokens=[anti, based, coverage, decision, drift, extractor, f027, gate, haiku, ledger, merger, rule, tombstone, viewfinder] | output_tokens=[anti, based, coverage, decision, drift, extractor, f027, gate, haiku, ledger, merger, rule, tombstone, viewfinder] | intersection=14 | union=14 | jaccard=14/14=1.0000 | drift=0.0000 | should_replace=false
iter=22 | input_tokens=[anti, based, coverage, decision, drift, extractor, f027, gate, haiku, ledger, merger, rule, tombstone, viewfinder] | output_tokens=[anti, based, coverage, decision, drift, extractor, f027, gate, haiku, ledger, merger, rule, tombstone, viewfinder] | intersection=14 | union=14 | jaccard=14/14=1.0000 | drift=0.0000 | should_replace=false
iter=23 | input_tokens=[anti, based, coverage, decision, drift, extractor, f027, gate, haiku, ledger, merger, rule, tombstone, viewfinder] | output_tokens=[approve, based, coverage, drift, extractor, f027, gate, haiku, ledger, merger, rule, tombstone, viewfinder] | intersection=12 | union=15 | jaccard=12/15=0.8000 | drift=0.2000 | should_replace=false
iter=24 | input_tokens=[approve, based, coverage, drift, extractor, f027, gate, haiku, ledger, merger, rule, tombstone, viewfinder] | output_tokens=[approve, based, coverage, drift, extractor, f027, gate, haiku, ledger, merger, rule, tombstone, viewfinder] | intersection=13 | union=13 | jaccard=13/13=1.0000 | drift=0.0000 | should_replace=false
iter=25 | input_tokens=[approve, based, coverage, drift, extractor, f027, gate, haiku, ledger, merger, rule, tombstone, viewfinder] | output_tokens=[approve, based, coverage, drift, extractor, f027, gate, haiku, ledger, merger, rule, tombstone, viewfinder] | intersection=13 | union=13 | jaccard=13/13=1.0000 | drift=0.0000 | should_replace=false
iter=26 | input_tokens=[approve, based, coverage, drift, extractor, f027, gate, haiku, ledger, merger, rule, tombstone, viewfinder] | output_tokens=[approve, based, coverage, drift, extractor, f027, gate, haiku, ledger, lorry, merger, rule, tombstone, viewfinder] | intersection=13 | union=14 | jaccard=13/14=0.9286 | drift=0.0714 | should_replace=false
iter=27 | input_tokens=[approve, based, coverage, drift, extractor, f027, gate, haiku, ledger, lorry, merger, rule, tombstone, viewfinder] | output_tokens=[approve, based, bus, coverage, drift, extractor, f027, gate, haiku, ledger, lorry, merger, rule, tombstone, viewfinder] | intersection=14 | union=15 | jaccard=14/15=0.9333 | drift=0.0667 | should_replace=false
iter=28 | input_tokens=[approve, based, bus, coverage, drift, extractor, f027, gate, haiku, ledger, lorry, merger, rule, tombstone, viewfinder] | output_tokens=[approve, based, bus, coverage, drift, extractor, f027, gate, haiku, ledger, lorry, merger, rule, tombstone, viewfinder] | intersection=15 | union=15 | jaccard=15/15=1.0000 | drift=0.0000 | should_replace=false
iter=29 | input_tokens=[approve, based, bus, coverage, drift, extractor, f027, gate, haiku, ledger, lorry, merger, rule, tombstone, viewfinder] | output_tokens=[approve, based, bus, explosion, extractor, f027, gate, haiku, ledger, lorry, merger, rule, tombstone, viewfinder] | intersection=13 | union=16 | jaccard=13/16=0.8125 | drift=0.1875 | should_replace=false
iter=30 | input_tokens=[approve, based, bus, explosion, extractor, f027, gate, haiku, ledger, lorry, merger, rule, tombstone, viewfinder] | output_tokens=[approve, based, bus, explosion, extractor, f027, gate, haiku, lorry, merger, reject, rule, viewfinder] | intersection=12 | union=15 | jaccard=12/15=0.8000 | drift=0.2000 | should_replace=false
iter=31 | input_tokens=[anti, based, coverage, decision, drift, extractor, f027, gate, haiku, ledger, merger, rule, tombstone, viewfinder] | output_tokens=[anti, based, coverage, decision, drift, extractor, f027, gate, haiku, ledger, merger, rule, tombstone, viewfinder] | intersection=14 | union=14 | jaccard=14/14=1.0000 | drift=0.0000 | should_replace=false
iter=32 | input_tokens=[anti, based, coverage, decision, drift, extractor, f027, gate, haiku, ledger, merger, rule, tombstone, viewfinder] | output_tokens=[anti, based, coverage, decision, drift, extractor, f027, gate, haiku, ledger, merger, rule, tombstone, viewfinder] | intersection=14 | union=14 | jaccard=14/14=1.0000 | drift=0.0000 | should_replace=false
iter=33 | input_tokens=[anti, based, coverage, decision, drift, extractor, f027, gate, haiku, ledger, merger, rule, tombstone, viewfinder] | output_tokens=[anti, based, coverage, decision, drift, explosion, extractor, f027, gate, haiku, ledger, merger, rule, tombstone, viewfinder] | intersection=14 | union=15 | jaccard=14/15=0.9333 | drift=0.0667 | should_replace=false
iter=34 | input_tokens=[anti, based, coverage, decision, drift, explosion, extractor, f027, gate, haiku, ledger, merger, rule, tombstone, viewfinder] | output_tokens=[anti, based, coverage, decision, drift, explosion, extractor, f027, gate, haiku, ledger, merger, rule, tombstone, viewfinder] | intersection=15 | union=15 | jaccard=15/15=1.0000 | drift=0.0000 | should_replace=false
iter=35 | input_tokens=[anti, based, coverage, decision, drift, explosion, extractor, f027, gate, haiku, ledger, merger, rule, tombstone, viewfinder] | output_tokens=[anti, based, coverage, decision, drift, extractor, f027, gate, haiku, ledger, merger, rule, tombstone, viewfinder] | intersection=14 | union=15 | jaccard=14/15=0.9333 | drift=0.0667 | should_replace=false
iter=36 | input_tokens=[anti, based, coverage, decision, drift, extractor, f027, gate, haiku, ledger, merger, rule, tombstone, viewfinder] | output_tokens=[anti, based, coverage, drift, extractor, f027, gate, haiku, ledger, merger, rule, tombstone, viewfinder] | intersection=13 | union=14 | jaccard=13/14=0.9286 | drift=0.0714 | should_replace=false
iter=37 | input_tokens=[anti, based, coverage, drift, extractor, f027, gate, haiku, ledger, merger, rule, tombstone, viewfinder] | output_tokens=[anti, based, coverage, drift, extractor, f027, gate, haiku, ledger, merger, rule, viewfinder] | intersection=12 | union=13 | jaccard=12/13=0.9231 | drift=0.0769 | should_replace=false
iter=38 | input_tokens=[anti, based, coverage, drift, extractor, f027, gate, haiku, ledger, merger, rule, viewfinder] | output_tokens=[anti, based, coverage, drift, extractor, f027, gate, haiku, ledger, merger, rule, viewfinder] | intersection=12 | union=12 | jaccard=12/12=1.0000 | drift=0.0000 | should_replace=false
iter=39 | input_tokens=[anti, based, coverage, drift, extractor, f027, gate, haiku, ledger, merger, rule, viewfinder] | output_tokens=[anti, based, coverage, drift, extractor, f027, gate, haiku, ledger, lorry, merger, rule, viewfinder] | intersection=12 | union=13 | jaccard=12/13=0.9231 | drift=0.0769 | should_replace=false
iter=40 | input_tokens=[anti, based, coverage, drift, extractor, f027, gate, haiku, ledger, lorry, merger, rule, viewfinder] | output_tokens=[anti, based, coverage, drift, extractor, f027, gate, haiku, ledger, lorry, merger, rule, viewfinder] | intersection=13 | union=13 | jaccard=13/13=1.0000 | drift=0.0000 | should_replace=false
iter=41 | input_tokens=[anti, based, coverage, drift, extractor, f027, gate, haiku, ledger, lorry, merger, rule, viewfinder] | output_tokens=[anti, based, coverage, drift, extractor, f027, gate, haiku, ledger, lorry, rule, tombstone, viewfinder] | intersection=12 | union=14 | jaccard=12/14=0.8571 | drift=0.1429 | should_replace=false
iter=42 | input_tokens=[anti, based, coverage, drift, extractor, f027, gate, haiku, ledger, lorry, rule, tombstone, viewfinder] | output_tokens=[anti, based, coverage, drift, extractor, f027, gate, haiku, ledger, lorry, rule, tombstone, viewfinder] | intersection=13 | union=13 | jaccard=13/13=1.0000 | drift=0.0000 | should_replace=false
iter=43 | input_tokens=[anti, based, coverage, drift, extractor, f027, gate, haiku, ledger, lorry, rule, tombstone, viewfinder] | output_tokens=[anti, approve, based, coverage, drift, extractor, f026, f027, gate, haiku, ledger, rule, tombstone, viewfinder] | intersection=12 | union=15 | jaccard=12/15=0.8000 | drift=0.2000 | should_replace=false
iter=44 | input_tokens=[anti, approve, based, coverage, drift, extractor, f026, f027, gate, haiku, ledger, rule, tombstone, viewfinder] | output_tokens=[anti, approve, based, coverage, drift, extractor, f026, f027, gate, haiku, ledger, rule, tombstone, viewfinder] | intersection=14 | union=14 | jaccard=14/14=1.0000 | drift=0.0000 | should_replace=false
iter=45 | input_tokens=[anti, approve, based, coverage, drift, extractor, f026, f027, gate, haiku, ledger, rule, tombstone, viewfinder] | output_tokens=[anti, approve, based, coverage, drift, extractor, f026, f027, gate, haiku, ledger, rule, tombstone, viewfinder] | intersection=14 | union=14 | jaccard=14/14=1.0000 | drift=0.0000 | should_replace=false
iter=46 | input_tokens=[anti, approve, based, coverage, drift, extractor, f026, f027, gate, haiku, ledger, rule, tombstone, viewfinder] | output_tokens=[anti, approve, based, coverage, drift, extractor, f026, f027, gate, haiku, ledger, rule, tombstone, viewfinder] | intersection=14 | union=14 | jaccard=14/14=1.0000 | drift=0.0000 | should_replace=false
iter=47 | input_tokens=[anti, approve, based, coverage, drift, extractor, f026, f027, gate, haiku, ledger, rule, tombstone, viewfinder] | output_tokens=[based, coverage, decision, drift, extractor, f026, f027, gate, haiku, ledger, rule, tombstone, viewfinder] | intersection=12 | union=15 | jaccard=12/15=0.8000 | drift=0.2000 | should_replace=false
iter=48 | input_tokens=[based, coverage, decision, drift, extractor, f026, f027, gate, haiku, ledger, rule, tombstone, viewfinder] | output_tokens=[based, coverage, decision, drift, extractor, f026, f027, gate, haiku, ledger, rule, tombstone, viewfinder] | intersection=13 | union=13 | jaccard=13/13=1.0000 | drift=0.0000 | should_replace=false
iter=49 | input_tokens=[based, coverage, decision, drift, extractor, f026, f027, gate, haiku, ledger, rule, tombstone, viewfinder] | output_tokens=[based, coverage, decision, drift, extractor, f026, f027, gate, haiku, ledger, rule, tombstone, viewfinder] | intersection=13 | union=13 | jaccard=13/13=1.0000 | drift=0.0000 | should_replace=false
iter=50 | input_tokens=[based, coverage, decision, drift, extractor, f026, f027, gate, haiku, ledger, rule, tombstone, viewfinder] | output_tokens=[based, bus, coverage, decision, drift, extractor, f026, f027, gate, haiku, ledger, merger, rule, tombstone, viewfinder] | intersection=13 | union=15 | jaccard=13/15=0.8667 | drift=0.1333 | should_replace=false
iter=51 | input_tokens=[based, bus, coverage, decision, drift, extractor, f026, f027, gate, haiku, ledger, merger, rule, tombstone, viewfinder] | output_tokens=[based, bus, coverage, decision, drift, extractor, f026, f027, gate, haiku, ledger, merger, reject, rule, tombstone] | intersection=14 | union=16 | jaccard=14/16=0.8750 | drift=0.1250 | should_replace=false
iter=52 | input_tokens=[based, bus, coverage, decision, drift, extractor, f026, f027, gate, haiku, ledger, merger, reject, rule, tombstone] | output_tokens=[based, bus, coverage, decision, drift, extractor, f026, gate, haiku, ledger, merger, reject, rule, tombstone] | intersection=14 | union=15 | jaccard=14/15=0.9333 | drift=0.0667 | should_replace=false
iter=53 | input_tokens=[based, bus, coverage, decision, drift, extractor, f026, gate, haiku, ledger, merger, reject, rule, tombstone] | output_tokens=[bus, coverage, drift, extractor, f026, f027, gate, haiku, ledger, merger, rule, tombstone] | intersection=11 | union=15 | jaccard=11/15=0.7333 | drift=0.2667 | should_replace=false
iter=54 | input_tokens=[bus, coverage, drift, extractor, f026, f027, gate, haiku, ledger, merger, rule, tombstone] | output_tokens=[based, bus, coverage, drift, extractor, f026, f027, gate, haiku, ledger, lorry, merger, rule, tombstone] | intersection=12 | union=14 | jaccard=12/14=0.8571 | drift=0.1429 | should_replace=false
iter=55 | input_tokens=[based, bus, coverage, drift, extractor, f026, f027, gate, haiku, ledger, lorry, merger, rule, tombstone] | output_tokens=[based, bus, coverage, drift, extractor, f026, f027, gate, haiku, ledger, merger, rule, tombstone] | intersection=13 | union=14 | jaccard=13/14=0.9286 | drift=0.0714 | should_replace=false
iter=56 | input_tokens=[based, bus, coverage, drift, extractor, f026, f027, gate, haiku, ledger, merger, rule, tombstone] | output_tokens=[based, bus, coverage, drift, extractor, f026, f027, gate, haiku, ledger, merger, rule, tombstone] | intersection=13 | union=13 | jaccard=13/13=1.0000 | drift=0.0000 | should_replace=false
iter=57 | input_tokens=[based, bus, coverage, drift, extractor, f026, f027, gate, haiku, ledger, merger, rule, tombstone] | output_tokens=[based, bus, coverage, drift, extractor, f026, f027, gate, haiku, ledger, merger, rule, tombstone] | intersection=13 | union=13 | jaccard=13/13=1.0000 | drift=0.0000 | should_replace=false
iter=58 | input_tokens=[based, bus, coverage, drift, extractor, f026, f027, gate, haiku, ledger, merger, rule, tombstone] | output_tokens=[based, bus, coverage, drift, extractor, f026, f027, gate, haiku, ledger, merger, rule, tombstone] | intersection=13 | union=13 | jaccard=13/13=1.0000 | drift=0.0000 | should_replace=false
iter=59 | input_tokens=[based, bus, coverage, drift, extractor, f026, f027, gate, haiku, ledger, merger, rule, tombstone] | output_tokens=[based, bus, coverage, drift, extractor, f026, f027, gate, haiku, ledger, merger, rule, tombstone] | intersection=13 | union=13 | jaccard=13/13=1.0000 | drift=0.0000 | should_replace=false
iter=60 | input_tokens=[based, bus, coverage, drift, extractor, f026, f027, gate, haiku, ledger, merger, rule, tombstone] | output_tokens=[bus, coverage, drift, extractor, f026, f027, gate, haiku, ledger, merger, reject, rule, tombstone] | intersection=12 | union=14 | jaccard=12/14=0.8571 | drift=0.1429 | should_replace=false
iter=61 | input_tokens=[anti, based, coverage, decision, drift, extractor, f027, gate, haiku, ledger, merger, rule, tombstone, viewfinder] | output_tokens=[based, coverage, decision, drift, extractor, f027, gate, ledger, merger, rule, tombstone] | intersection=11 | union=14 | jaccard=11/14=0.7857 | drift=0.2143 | should_replace=false
iter=62 | input_tokens=[based, coverage, decision, drift, extractor, f027, gate, ledger, merger, rule, tombstone] | output_tokens=[based, bus, coverage, decision, drift, f027, gate, ledger, merger, rule, tombstone, viewfinder] | intersection=10 | union=13 | jaccard=10/13=0.7692 | drift=0.2308 | should_replace=false
iter=63 | input_tokens=[based, bus, coverage, decision, drift, f027, gate, ledger, merger, rule, tombstone, viewfinder] | output_tokens=[based, bus, coverage, decision, f027, gate, ledger, merger, rule, tombstone, viewfinder] | intersection=11 | union=12 | jaccard=11/12=0.9167 | drift=0.0833 | should_replace=false
iter=64 | input_tokens=[based, bus, coverage, decision, f027, gate, ledger, merger, rule, tombstone, viewfinder] | output_tokens=[based, bus, coverage, decision, f027, gate, ledger, merger, rule, tombstone, viewfinder] | intersection=11 | union=11 | jaccard=11/11=1.0000 | drift=0.0000 | should_replace=false
iter=65 | input_tokens=[based, bus, coverage, decision, f027, gate, ledger, merger, rule, tombstone, viewfinder] | output_tokens=[based, bus, coverage, gate, ledger, merger, rule, tombstone, viewfinder] | intersection=9 | union=11 | jaccard=9/11=0.8182 | drift=0.1818 | should_replace=false
iter=66 | input_tokens=[based, bus, coverage, gate, ledger, merger, rule, tombstone, viewfinder] | output_tokens=[based, bus, coverage, extractor, f026, gate, haiku, ledger, merger, rule, tombstone, viewfinder] | intersection=9 | union=12 | jaccard=9/12=0.7500 | drift=0.2500 | should_replace=false
iter=67 | input_tokens=[based, bus, coverage, extractor, f026, gate, haiku, ledger, merger, rule, tombstone, viewfinder] | output_tokens=[based, bus, coverage, extractor, f026, gate, haiku, ledger, merger, rule, tombstone, viewfinder] | intersection=12 | union=12 | jaccard=12/12=1.0000 | drift=0.0000 | should_replace=false
iter=68 | input_tokens=[based, bus, coverage, extractor, f026, gate, haiku, ledger, merger, rule, tombstone, viewfinder] | output_tokens=[based, bus, coverage, drift, extractor, f026, gate, haiku, ledger, merger, rule, tombstone, viewfinder] | intersection=12 | union=13 | jaccard=12/13=0.9231 | drift=0.0769 | should_replace=false
iter=69 | input_tokens=[based, bus, coverage, drift, extractor, f026, gate, haiku, ledger, merger, rule, tombstone, viewfinder] | output_tokens=[based, bus, coverage, drift, f026, f027, gate, haiku, ledger, merger, tombstone, viewfinder] | intersection=11 | union=14 | jaccard=11/14=0.7857 | drift=0.2143 | should_replace=false
